Date,Close
1999-08-02,1064
1999-08-03,1078
1999-08-04,1100
1999-08-05,1078
1999-08-06,1179
1999-08-09,1193
1999-08-10,1157
1999-08-11,1186
1999-08-12,1362
1999-08-13,1564
1999-08-16,1431
1999-08-17,1254
1999-08-18,1208
1999-08-19,1351
1999-08-20,1287
1999-08-23,1290
1999-08-24,1337
1999-08-25,1294
1999-08-26,1265
1999-08-27,1269
1999-08-30,1265
1999-08-31,1215
1999-09-01,1168
1999-09-02,1121
1999-09-03,1164
1999-09-06,1193
1999-09-07,1244
1999-09-08,1236
1999-09-09,1222
1999-09-10,1265
1999-09-13,1366
1999-09-14,1294
1999-09-15,1251
1999-09-16,1222
1999-09-17,1229
1999-09-20,1233
1999-09-21,1244
1999-09-22,1197
1999-09-27,1143
1999-09-28,1150
1999-09-29,1114
1999-09-30,1064
1999-10-01,1013
1999-10-04,1006
1999-10-05,934
1999-10-06,1006
1999-10-07,1021
1999-10-08,1042
1999-10-11,1010
1999-10-12,1049
1999-10-13,1042
1999-10-14,1049
1999-10-15,1067
1999-10-18,985
1999-10-19,999
1999-10-20,1035
1999-10-21,1006
1999-10-22,1021
1999-10-25,970
1999-10-26,988
1999-10-27,956
1999-10-28,970
1999-10-29,999
1999-11-01,1028
1999-11-02,1013
1999-11-03,1039
1999-11-04,1053
1999-11-05,1053
1999-11-08,1039
1999-11-09,1057
1999-11-10,1057
1999-11-11,1042
1999-11-12,1028
1999-11-15,985
1999-11-16,999
1999-11-17,992
1999-11-18,992
1999-11-19,1006
1999-11-22,981
1999-11-23,999
1999-11-24,985
1999-11-25,977
1999-11-26,956
1999-11-29,977
1999-11-30,949
1999-12-01,956
1999-12-02,963
1999-12-03,938
1999-12-06,945
1999-12-07,891
1999-12-08,877
1999-12-09,1006
1999-12-10,1006
1999-12-13,977
1999-12-14,1049
1999-12-15,949
1999-12-16,963
1999-12-17,949
1999-12-20,945
1999-12-21,888
1999-12-22,834
1999-12-23,909
1999-12-24,866
1999-12-27,920
1999-12-28,862
2000-01-04,819
2000-01-05,812
2000-01-06,812
2000-01-07,812
2000-01-10,819
2000-01-11,791
2000-01-12,776
2000-01-13,783
2000-01-14,791
2000-01-17,773
2000-01-18,765
2000-01-19,755
2000-01-20,704
2000-01-21,686
2000-01-24,679
2000-01-25,704
2000-01-26,719
2000-01-27,758
2000-01-28,791
2000-01-31,776
2000-02-01,798
2000-02-02,812
2000-02-03,826
2000-02-07,837
2000-02-08,837
2000-02-09,837
2000-02-10,776
2000-02-11,783
2000-02-14,776
2000-02-15,747
2000-02-16,740
2000-02-17,719
2000-02-18,683
2000-02-21,661
2000-02-22,758
2000-02-23,783
2000-02-24,776
2000-02-25,769
2000-02-28,852
2000-02-29,906
2000-03-02,902
2000-03-03,877
2000-03-06,859
2000-03-07,862
2000-03-08,862
2000-03-09,812
2000-03-10,931
2000-03-13,970
2000-03-14,906
2000-03-15,906
2000-03-16,862
2000-03-17,920
2000-03-20,884
2000-03-21,841
2000-03-22,967
2000-03-23,956
2000-03-24,967
2000-03-27,1078
2000-03-28,1085
2000-03-29,970
2000-03-30,902
2000-03-31,934
2000-04-03,927
2000-04-04,938
2000-04-06,920
2000-04-07,938
2000-04-10,970
2000-04-11,934
2000-04-12,956
2000-04-14,891
2000-04-17,826
2000-04-18,862
2000-04-19,884
2000-04-20,884
2000-04-21,913
2000-04-24,877
2000-04-25,877
2000-04-26,884
2000-04-27,884
2000-04-28,920
2000-05-02,956
2000-05-03,974
2000-05-04,985
2000-05-08,938
2000-05-09,927
2000-05-10,956
2000-05-12,934
2000-05-15,909
2000-05-16,913
2000-05-17,913
2000-05-18,898
2000-05-19,891
2000-05-22,866
2000-05-23,862
2000-05-24,862
2000-05-25,902
2000-05-26,877
2000-05-29,877
2000-05-30,891
2000-05-31,920
2000-06-01,956
2000-06-02,970
2000-06-05,970
2000-06-07,1003
2000-06-08,977
2000-06-09,992
2000-06-12,999
2000-06-13,985
2000-06-14,999
2000-06-15,988
2000-06-16,949
2000-06-19,949
2000-06-20,977
2000-06-21,999
2000-06-22,1028
2000-06-23,1042
2000-06-26,1100
2000-06-27,1172
2000-06-28,1294
2000-06-29,1351
2000-06-30,1553
2000-07-03,1589
2000-07-04,1546
2000-07-05,1517
2000-07-06,1499
2000-07-07,1535
2000-07-10,1664
2000-07-11,1704
2000-07-12,1740
2000-07-13,1718
2000-07-14,1689
2000-07-18,1653
2000-07-19,1653
2000-07-20,1653
2000-07-21,1610
2000-07-24,1574
2000-07-25,1618
2000-07-26,1610
2000-07-27,1610
2000-07-28,1578
2000-07-31,1607
2000-08-01,1689
2000-08-02,1704
2000-08-03,1643
2000-08-04,1610
2000-08-07,1574
2000-08-08,1560
2000-08-09,1603
2000-08-10,1632
2000-08-11,1657
2000-08-14,1776
2000-08-16,1797
2000-08-17,1761
2000-08-18,1733
2000-08-21,1711
2000-08-22,1736
2000-08-23,1711
2000-08-24,1704
2000-08-25,1826
2000-08-28,1977
2000-08-29,1934
2000-08-30,2013
2000-08-31,2099
2000-09-01,2261
2000-09-04,2423
2000-09-05,2743
2000-09-06,2761
2000-09-07,2516
2000-09-08,2588
2000-09-14,2567
2000-09-15,2718
2000-09-18,2596
2000-09-19,2574
2000-09-20,2588
2000-09-21,2502
2000-09-22,2538
2000-09-25,2732
2000-09-26,2869
2000-09-27,2876
2000-09-28,2948
2000-09-29,3092
2000-10-02,3020
2000-10-04,3085
2000-10-05,3092
2000-10-06,3236
2000-10-09,3509
2000-10-10,3451
2000-10-11,3307
2000-10-12,3164
2000-10-13,3192
2000-10-16,3120
2000-10-17,2948
2000-10-18,2984
2000-10-19,2991
