Date,Close
1999-08-02,461
1999-08-03,488
1999-08-04,490
1999-08-05,461
1999-08-06,457
1999-08-09,493
1999-08-10,463
1999-08-11,455
1999-08-12,462
1999-08-13,498
1999-08-16,498
1999-08-17,428
1999-08-18,377
1999-08-19,388
1999-08-20,428
1999-08-23,448
1999-08-24,433
1999-08-25,438
1999-08-26,424
1999-08-27,416
1999-08-30,416
1999-08-31,448
1999-09-01,421
1999-09-02,408
1999-09-03,416
1999-09-06,416
1999-09-07,477
1999-09-08,479
1999-09-09,486
1999-09-10,559
1999-09-13,507
1999-09-14,485
1999-09-15,505
1999-09-16,524
1999-09-17,515
1999-09-20,592
1999-09-21,680
1999-09-22,697
1999-09-27,592
1999-09-28,572
1999-09-29,508
1999-09-30,526
1999-10-01,480
1999-10-04,525
1999-10-05,479
1999-10-06,500
1999-10-07,526
1999-10-08,517
1999-10-11,502
1999-10-12,512
1999-10-13,503
1999-10-14,488
1999-10-15,507
1999-10-18,473
1999-10-19,479
1999-10-20,486
1999-10-21,470
1999-10-22,466
1999-10-25,436
1999-10-26,424
1999-10-27,433
1999-10-28,447
1999-10-29,451
1999-11-01,452
1999-11-02,451
1999-11-03,448
1999-11-04,464
1999-11-05,458
1999-11-08,480
1999-11-09,471
1999-11-10,460
1999-11-11,454
1999-11-12,440
1999-11-15,435
1999-11-16,424
1999-11-17,433
1999-11-18,401
1999-11-19,397
1999-11-22,395
1999-11-23,387
1999-11-24,372
1999-11-25,346
1999-11-26,342
1999-11-29,328
1999-11-30,348
1999-12-01,326
1999-12-02,315
1999-12-03,322
1999-12-06,301
1999-12-07,346
1999-12-08,295
1999-12-09,294
1999-12-10,306
1999-12-13,302
1999-12-14,333
1999-12-15,303
1999-12-16,305
1999-12-17,300
1999-12-20,286
1999-12-21,258
1999-12-22,238
1999-12-23,219
1999-12-24,231
1999-12-27,250
1999-12-28,213
2000-01-04,199
2000-01-05,229
2000-01-06,207
2000-01-07,217
2000-01-10,211
2000-01-11,212
2000-01-12,189
2000-01-13,201
2000-01-14,209
2000-01-17,211
2000-01-18,199
2000-01-19,199
2000-01-20,189
2000-01-21,184
2000-01-24,184
2000-01-25,185
2000-01-26,189
2000-01-27,194
2000-01-28,205
2000-01-31,225
2000-02-01,212
2000-02-02,203
2000-02-03,207
2000-02-07,209
2000-02-08,203
2000-02-09,204
2000-02-10,198
2000-02-11,186
2000-02-14,190
2000-02-15,185
2000-02-16,190
2000-02-17,180
2000-02-18,183
2000-02-21,169
2000-02-22,162
2000-02-23,177
2000-02-24,176
2000-02-25,179
2000-02-28,190
2000-02-29,190
2000-03-02,192
2000-03-03,199
2000-03-06,217
2000-03-07,249
2000-03-08,232
2000-03-09,236
2000-03-10,271
2000-03-13,305
2000-03-14,304
2000-03-15,263
2000-03-16,246
2000-03-17,215
2000-03-20,224
2000-03-21,236
2000-03-22,216
2000-03-23,207
2000-03-24,238
2000-03-27,258
2000-03-28,240
2000-03-29,221
2000-03-30,218
2000-03-31,228
2000-04-03,202
2000-04-04,195
2000-04-06,180
2000-04-07,193
2000-04-10,206
2000-04-11,187
2000-04-12,190
2000-04-14,186
2000-04-17,166
2000-04-18,179
2000-04-19,185
2000-04-20,186
2000-04-21,192
2000-04-24,175
2000-04-25,179
2000-04-26,177
2000-04-27,203
2000-04-28,221
2000-05-02,208
2000-05-03,203
2000-05-04,196
2000-05-08,197
2000-05-09,189
2000-05-10,185
2000-05-12,177
2000-05-15,182
2000-05-16,175
2000-05-17,171
2000-05-18,148
2000-05-19,143
2000-05-22,138
2000-05-23,142
2000-05-24,151
2000-05-25,174
2000-05-26,148
2000-05-29,148
2000-05-30,164
2000-05-31,165
2000-06-01,157
2000-06-02,154
2000-06-05,164
2000-06-07,185
2000-06-08,171
2000-06-09,165
2000-06-12,173
2000-06-13,167
2000-06-14,168
2000-06-15,157
2000-06-16,148
2000-06-19,149
2000-06-20,152
2000-06-21,145
2000-06-22,162
2000-06-23,162
2000-06-26,158
2000-06-27,164
2000-06-28,166
2000-06-29,160
2000-06-30,154
2000-07-03,155
2000-07-04,160
2000-07-05,152
2000-07-06,156
2000-07-07,159
2000-07-10,162
2000-07-11,163
2000-07-12,159
2000-07-13,159
2000-07-14,162
2000-07-18,153
2000-07-19,152
2000-07-20,146
2000-07-21,147
2000-07-24,148
2000-07-25,141
2000-07-26,143
2000-07-27,135
2000-07-28,149
2000-07-31,146
2000-08-01,142
2000-08-02,142
2000-08-03,156
2000-08-04,143
2000-08-07,144
2000-08-08,143
2000-08-09,145
2000-08-10,144
2000-08-11,153
2000-08-14,175
2000-08-16,165
2000-08-17,166
2000-08-18,166
2000-08-21,164
2000-08-22,173
2000-08-23,200
2000-08-24,229
2000-08-25,263
2000-08-28,275
2000-08-29,235
2000-08-30,270
2000-08-31,281
2000-09-01,255
2000-09-04,246
2000-09-05,240
2000-09-06,249
2000-09-07,244
2000-09-08,249
2000-09-14,260
2000-09-15,299
2000-09-18,294
2000-09-19,289
2000-09-20,332
2000-09-21,331
2000-09-22,297
2000-09-25,274
2000-09-26,281
2000-09-27,258
2000-09-28,257
2000-09-29,253
2000-10-02,249
2000-10-04,231
2000-10-05,212
2000-10-06,219
2000-10-09,202
2000-10-10,192
2000-10-11,200
2000-10-12,206
2000-10-13,221
2000-10-16,220
2000-10-17,196
2000-10-18,185
2000-10-19,192
2000-10-20,188
2000-10-23,179
2000-10-24,170
2000-10-25,160
2000-10-26,166
2000-10-27,157
2000-10-30,144
2000-10-31,165
2000-11-01,150
2000-11-02,155
2000-11-03,166
2000-11-06,167
2000-11-07,160
2000-11-08,157
2000-11-09,159
2000-11-10,161
2000-11-13,170
2000-11-14,166
2000-11-15,166
2000-11-16,168
2000-11-17,163
2000-11-20,158
2000-11-21,157
2000-11-22,180
2000-11-23,164
2000-11-24,159
2000-11-27,161
2000-11-28,160
2000-11-29,156
2000-11-30,150
2000-12-01,148
2000-12-04,148
2000-12-05,147
2000-12-06,150
2000-12-07,146
2000-12-08,149
2000-12-11,150
2000-12-12,149
2000-12-13,149
2000-12-14,166
2000-12-15,166
2000-12-18,173
2000-12-19,200
2000-12-20,229
2000-12-21,195
2000-12-22,165
2000-12-26,141
2001-01-02,162
2001-01-03,186
2001-01-04,213
2001-01-05,185
2001-01-08,190
2001-01-09,218
2001-01-10,250
2001-01-11,230
2001-01-12,231
2001-01-15,215
2001-01-16,247
2001-01-17,249
2001-01-18,219
2001-01-19,209
2001-01-22,222
2001-01-26,216
2001-01-29,212
2001-01-30,217
2001-01-31,215
2001-02-01,217
2001-02-02,216
2001-02-05,202
2001-02-06,201
2001-02-07,232
2001-02-08,221
2001-02-09,224
2001-02-12,236
2001-02-13,263
2001-02-14,242
2001-02-15,231
2001-02-16,237
2001-02-19,235
2001-02-20,238
2001-02-21,238
2001-02-22,229
2001-02-23,234
2001-02-26,268
2001-02-27,287
2001-02-28,251
2001-03-02,252
2001-03-05,238
2001-03-06,237
2001-03-07,247
2001-03-08,254
2001-03-09,251
2001-03-12,264
2001-03-13,232
2001-03-14,239
2001-03-15,234
2001-03-16,235
2001-03-19,231
2001-03-20,231
2001-03-21,231
2001-03-22,224
2001-03-23,229
2001-03-26,235
2001-03-27,224
2001-03-28,223
2001-03-29,209
2001-03-30,212
2001-04-02,212
2001-04-03,203
2001-04-04,199
2001-04-06,212
2001-04-09,207
2001-04-10,203
2001-04-11,207
2001-04-12,209
2001-04-13,205
2001-04-16,237
2001-04-17,239
2001-04-18,234
2001-04-19,234
2001-04-20,268
