Date,Close
2016-08-31,19178
2016-09-01,18347
2016-09-02,17403
2016-09-05,17328
2016-09-06,17365
2016-09-07,17062
2016-09-08,16006
2016-09-09,16271
2016-09-12,16006
2016-09-13,15856
2016-09-19,15364
2016-09-20,15856
2016-09-21,16006
2016-09-22,15894
2016-09-23,16912
2016-09-26,17932
2016-09-27,17592
2016-09-28,17970
2016-09-29,18045
2016-09-30,17139
2016-10-04,17062
2016-10-05,17062
2016-10-06,16912
2016-10-07,15894
2016-10-10,15931
2016-10-11,16158
2016-10-12,16082
2016-10-13,15818
2016-10-14,15591
2016-10-17,15591
2016-10-18,15704
2016-10-19,16006
2016-10-20,15667
2016-10-21,15667
2016-10-24,15364
2016-10-25,14875
2016-10-26,14345
2016-10-27,14875
2016-10-28,14345
2016-10-31,13288
2016-11-01,13251
2016-11-02,12949
2016-11-03,12798
2016-11-04,12949
2016-11-07,13175
2016-11-08,13213
2016-11-09,12345
2016-11-10,12949
2016-11-11,13703
2016-11-14,13968
2016-11-15,13741
2016-11-16,13779
2016-11-17,13779
2016-11-18,13514
2016-11-21,13251
2016-11-22,13061
2016-11-23,12647
2016-11-24,12119
2016-11-25,12345
2016-11-28,12080
2016-11-29,12194
2016-11-30,12835
2016-12-01,12194
2016-12-02,12080
2016-12-05,11778
2016-12-06,12080
2016-12-07,11853
2016-12-08,12156
2016-12-09,12420
2016-12-12,12420
2016-12-13,12684
2016-12-14,12911
2016-12-15,12911
2016-12-16,13175
2016-12-19,13364
2016-12-20,14572
2016-12-21,14496
2016-12-22,14760
2016-12-23,15100
2016-12-26,15478
2016-12-27,15553
2016-12-28,15429
2016-12-29,15760
2017-01-02,15429
2017-01-03,15097
2017-01-04,15056
2017-01-05,15304
2017-01-06,15263
2017-01-09,15304
2017-01-10,15138
2017-01-11,14973
2017-01-12,14599
2017-01-13,14599
2017-01-16,14309
2017-01-17,14351
2017-01-18,14268
2017-01-19,14392
2017-01-20,14807
2017-01-23,15429
2017-01-24,15263
2017-01-25,15097
2017-01-26,15097
2017-01-31,14848
2017-02-01,15843
2017-02-02,16009
2017-02-03,16507
2017-02-06,16590
2017-02-07,15221
2017-02-08,15221
2017-02-09,15180
2017-02-10,15056
2017-02-13,15263
2017-02-14,15304
2017-02-15,16093
2017-02-16,15719
2017-02-17,15595
2017-02-20,15470
2017-02-21,15719
2017-02-22,15678
2017-02-23,15637
2017-02-24,15802
2017-02-27,15802
2017-02-28,15637
2017-03-02,15470
2017-03-03,15263
2017-03-06,15346
2017-03-07,15470
2017-03-08,15346
2017-03-09,15470
2017-03-10,15304
2017-03-13,15304
2017-03-14,15429
2017-03-15,15180
2017-03-16,15678
2017-03-17,15595
2017-03-20,15802
2017-03-21,16176
2017-03-22,16093
2017-03-23,16134
2017-03-24,16176
2017-03-27,16134
2017-03-28,16217
2017-03-29,16176
2017-03-30,16259
2017-03-31,16217
2017-04-03,16756
2017-04-04,16756
2017-04-05,17751
2017-04-06,18166
2017-04-07,18290
2017-04-10,17710
2017-04-11,18663
2017-04-12,18415
2017-04-13,18623
2017-04-14,18705
2017-04-17,18996
2017-04-18,19203
2017-04-19,19203
2017-04-20,19120
2017-04-21,18912
2017-04-24,19120
2017-04-25,19203
2017-04-26,19742
2017-04-27,19659
2017-04-28,18623
2017-05-02,18871
2017-05-04,18829
2017-05-08,19327
2017-05-10,19162
2017-05-11,19659
2017-05-12,19866
2017-05-15,19701
2017-05-16,18663
2017-05-17,18166
2017-05-18,18042
2017-05-19,18083
2017-05-22,17668
2017-05-23,17751
2017-05-24,18083
2017-05-25,18332
2017-05-26,18124
2017-05-29,17668
2017-05-30,18207
2017-05-31,18746
2017-06-01,18581
2017-06-02,18912
2017-06-05,19327
2017-06-07,19120
2017-06-08,19162
2017-06-09,18871
2017-06-12,18290
2017-06-13,18373
2017-06-14,18207
2017-06-15,17834
2017-06-16,17668
2017-06-19,17834
2017-06-20,17171
2017-06-21,17004
2017-06-22,17420
2017-06-23,17420
2017-06-26,18042
2017-06-27,17793
2017-06-28,17378
2017-06-29,17627
2017-06-30,17337
2017-07-03,17088
2017-07-04,16963
2017-07-05,16341
2017-07-06,16507
2017-07-07,16341
2017-07-10,15760
2017-07-11,15802
2017-07-12,15470
2017-07-13,15429
2017-07-14,15097
2017-07-17,15595
2017-07-18,15760
2017-07-19,15843
2017-07-20,15885
2017-07-21,15719
2017-07-24,15304
2017-07-25,15595
2017-07-26,15595
2017-07-27,16009
2017-07-28,16134
2017-07-31,15968
2017-08-01,16963
2017-08-02,16756
2017-08-03,16880
2017-08-04,17793
2017-08-07,18124
2017-08-08,17959
2017-08-09,17793
2017-08-10,17959
2017-08-11,17876
2017-08-14,17627
2017-08-16,16921
2017-08-17,17004
2017-08-18,16756
2017-08-21,16880
2017-08-22,16382
2017-08-23,16093
2017-08-24,16176
2017-08-25,16507
2017-08-28,16673
2017-08-29,16632
2017-08-30,16549
2017-08-31,16424
2017-09-01,16673
2017-09-04,16424
2017-09-05,16382
2017-09-06,16424
2017-09-07,17088
2017-09-08,16963
2017-09-11,17295
2017-09-12,17212
2017-09-13,17129
2017-09-14,17004
2017-09-15,17004
2017-09-18,16756
2017-09-19,16880
2017-09-20,17212
2017-09-21,17254
2017-09-22,16465
2017-09-25,16134
2017-09-26,16134
2017-09-27,16009
2017-09-28,16259
2017-09-29,16009
2017-10-10,16134
2017-10-11,16259
2017-10-12,16798
2017-10-13,16921
2017-10-16,16756
2017-10-17,16756
2017-10-18,16465
2017-10-19,17004
2017-10-20,17004
2017-10-23,18124
2017-10-24,18456
2017-10-25,18124
2017-10-26,18207
2017-10-27,18249
2017-10-30,18829
2017-10-31,18829
2017-11-01,18663
2017-11-02,18540
2017-11-03,18746
2017-11-06,18663
2017-11-07,18829
2017-11-08,19493
2017-11-09,19659
2017-11-10,19576
2017-11-13,19576
2017-11-14,20157
2017-11-15,20074
2017-11-16,19576
2017-11-17,19701
2017-11-20,20987
2017-11-21,22811
2017-11-22,22936
2017-11-23,23019
2017-11-24,22522
2017-11-27,23144
2017-11-28,22397
2017-11-29,22811
2017-11-30,22646
2017-12-01,23144
2017-12-04,22729
2017-12-05,22107
2017-12-06,21402
2017-12-07,20323
2017-12-08,20157
2017-12-11,21111
2017-12-12,20987
2017-12-13,21733
2017-12-14,21568
2017-12-15,21568
2017-12-18,21194
2017-12-19,20821
2017-12-20,20323
2017-12-21,20697
2017-12-22,20780
2017-12-26,21402
2017-12-27,20855
2017-12-28,21310
2018-01-02,20627
2018-01-03,20991
2018-01-04,20400
2018-01-05,20946
2018-01-08,20490
2018-01-09,20126
2018-01-10,19945
2018-01-11,20490
2018-01-12,20946
2018-01-15,20901
2018-01-16,21720
2018-01-17,21402
2018-01-18,21447
2018-01-19,20991
2018-01-22,20354
2018-01-23,20446
2018-01-24,21265
2018-01-25,21402
2018-01-26,23678
2018-01-29,24225
2018-01-30,25272
2018-01-31,25545
2018-02-01,23632
2018-02-02,24088
2018-02-05,22630
2018-02-06,22449
2018-02-07,24225
2018-02-08,23496
2018-02-09,22813
2018-02-12,23405
2018-02-13,22586
2018-02-14,22586
2018-02-19,23359
2018-02-20,23269
2018-02-21,24453
2018-02-22,23405
2018-02-23,23177
2018-02-26,23223
2018-02-27,22494
2018-02-28,21857
2018-03-02,21720
2018-03-05,21629
2018-03-06,21948
2018-03-07,21447
2018-03-08,21584
2018-03-09,21674
2018-03-12,22358
2018-03-13,22403
2018-03-14,22085
2018-03-15,22175
2018-03-16,21902
2018-03-19,21766
2018-03-20,21902
2018-03-21,22267
2018-03-22,22449
2018-03-23,21310
2018-03-26,21402
2018-03-27,22085
2018-03-28,21584
2018-03-29,21766
2018-03-30,22858
2018-04-02,22950
2018-04-03,23496
2018-04-04,23041
2018-04-05,22813
2018-04-06,23587
2018-04-09,24771
2018-04-10,25499
2018-04-11,25773
2018-04-12,24453
2018-04-13,24954
2018-04-16,26137
2018-04-17,26228
2018-04-18,24816
2018-04-19,23405
2018-04-20,23587
2018-04-23,22950
2018-04-24,22858
2018-04-25,22676
2018-04-26,22494
2018-04-27,23223
2018-04-30,22676
2018-05-02,22494
2018-05-03,22494
2018-05-04,21993
2018-05-08,21720
2018-05-09,22130
2018-05-10,22039
2018-05-11,22085
2018-05-14,21948
2018-05-15,21766
2018-05-16,21674
2018-05-17,21584
2018-05-18,21674
2018-05-21,21948
2018-05-23,21674
2018-05-24,21584
2018-05-25,21674
2018-05-28,21310
2018-05-29,21492
2018-05-30,20946
2018-05-31,20809
2018-06-01,21128
2018-06-04,20809
2018-06-05,20764
2018-06-07,20673
2018-06-08,20855
2018-06-11,20901
2018-06-12,20946
2018-06-14,20764
2018-06-15,20490
2018-06-18,19534
2018-06-19,18578
2018-06-20,19170
2018-06-21,19489
2018-06-22,19580
2018-06-25,19398
2018-06-26,19306
2018-06-27,19489
